date,open,high,low,close,vol
2014/9/13,84.62 ,85.71 ,83.06 ,84.36 ,124 
2014/9/14,83.76 ,84.94 ,83.02 ,84.73 ,156 
2014/9/15,83.90 ,84.58 ,82.16 ,82.55 ,166 
2014/9/16,83.41 ,84.95 ,82.31 ,82.69 ,177 
2014/9/17,81.56 ,81.69 ,79.10 ,80.18 ,178 
2014/9/18,81.16 ,82.37 ,80.43 ,80.50 ,137 
2014/9/19,79.57 ,80.07 ,78.45 ,78.97 ,161 
2014/9/20,79.45 ,80.24 ,77.74 ,78.50 ,144 
2014/9/21,78.67 ,79.30 ,76.38 ,77.78 ,125 
2014/9/22,78.39 ,79.88 ,78.22 ,78.44 ,156 
2014/9/23,78.00 ,78.40 ,76.18 ,77.47 ,196 
2014/9/24,77.42 ,79.11 ,76.36 ,78.37 ,116 
2014/9/25,78.04 ,79.13 ,75.88 ,76.76 ,124 
2014/9/26,76.44 ,78.52 ,75.41 ,77.26 ,109 
2014/9/27,77.63 ,79.89 ,76.20 ,78.94 ,170 
2014/9/28,77.55 ,77.97 ,75.69 ,77.04 ,114 
2014/9/29,76.25 ,77.82 ,74.89 ,76.39 ,112 
2014/9/30,77.33 ,77.67 ,75.19 ,76.71 ,169 
2014/10/1,76.65 ,77.30 ,75.55 ,76.21 ,183 
2014/10/2,76.06 ,77.13 ,74.98 ,76.68 ,196 
2014/10/3,77.09 ,77.56 ,75.24 ,75.65 ,152 
2014/10/4,75.21 ,76.49 ,74.48 ,75.43 ,180 
2014/10/5,75.38 ,76.78 ,74.32 ,74.38 ,159 
2014/10/6,75.16 ,76.47 ,72.60 ,74.00 ,104 
2014/10/7,75.00 ,77.11 ,73.72 ,76.35 ,110 
2014/10/8,77.11 ,77.31 ,76.17 ,76.33 ,143 
2014/10/9,75.49 ,77.10 ,75.22 ,75.94 ,124 
2014/10/10,76.03 ,76.51 ,74.72 ,74.72 ,150 
2014/10/11,75.75 ,76.25 ,74.64 ,76.22 ,125 
2014/10/12,75.54 ,76.23 ,74.05 ,75.64 ,189 
2014/10/13,74.91 ,76.07 ,73.63 ,75.80 ,125 
2014/10/14,74.82 ,76.28 ,73.91 ,75.54 ,139 
2014/10/15,76.63 ,78.24 ,75.76 ,76.87 ,175 
2014/10/16,76.07 ,76.74 ,74.27 ,75.21 ,163 
2014/10/17,74.96 ,76.02 ,74.18 ,74.86 ,122 
2014/10/18,75.16 ,75.74 ,74.21 ,75.27 ,161 
2014/10/19,74.90 ,76.87 ,74.41 ,75.97 ,108 
2014/10/20,74.50 ,74.67 ,72.17 ,73.24 ,153 
2014/10/21,72.35 ,72.78 ,71.53 ,72.75 ,159 
2014/10/22,74.11 ,74.29 ,73.42 ,73.58 ,170 
2014/10/23,74.26 ,74.59 ,72.33 ,73.61 ,170 
2014/10/24,74.45 ,75.31 ,74.16 ,74.77 ,154 
2014/10/25,74.23 ,75.70 ,72.92 ,73.05 ,168 
2014/10/26,74.36 ,76.69 ,72.93 ,75.30 ,124 
2014/10/27,74.82 ,75.62 ,73.88 ,74.29 ,109 
2014/10/28,75.07 ,77.58 ,73.59 ,76.28 ,167 
2014/10/29,75.33 ,76.64 ,73.84 ,75.46 ,196 
2014/10/30,76.57 ,77.98 ,76.24 ,77.86 ,127 
2014/10/31,76.82 ,79.09 ,76.18 ,77.91 ,184 
2014/11/1,76.91 ,78.19 ,75.66 ,76.89 ,100 
2014/11/2,78.02 ,78.61 ,75.67 ,76.48 ,195 
2014/11/3,75.08 ,75.50 ,74.82 ,75.08 ,102 
2014/11/4,75.51 ,77.24 ,75.18 ,75.93 ,159 
2014/11/5,75.27 ,75.77 ,73.82 ,75.29 ,158 
2014/11/6,76.60 ,76.73 ,75.02 ,76.06 ,185 
2014/11/7,76.10 ,76.49 ,73.64 ,74.70 ,138 
2014/11/8,74.50 ,75.95 ,73.74 ,75.17 ,190 
2014/11/9,74.06 ,75.19 ,72.58 ,73.63 ,196 
2014/11/10,72.84 ,73.69 ,71.32 ,71.54 ,119 
2014/11/11,71.40 ,71.90 ,69.40 ,70.75 ,200 
2014/11/12,70.79 ,71.84 ,68.76 ,69.55 ,123 
2014/11/13,69.10 ,69.53 ,68.00 ,68.32 ,146 
2014/11/14,69.38 ,70.78 ,69.04 ,70.36 ,147 
2014/11/15,70.00 ,70.09 ,68.50 ,68.61 ,116 
2014/11/16,69.17 ,71.09 ,67.82 ,69.91 ,101 
2014/11/17,70.56 ,70.72 ,69.05 ,69.49 ,112 
2014/11/18,69.04 ,69.24 ,67.98 ,68.88 ,118 
2014/11/19,70.11 ,72.03 ,69.62 ,71.38 ,187 
2014/11/20,71.20 ,73.04 ,70.85 ,72.16 ,148 
2014/11/21,72.93 ,74.33 ,71.82 ,74.07 ,161 
2014/11/22,74.61 ,74.85 ,73.54 ,74.39 ,123 
2014/11/23,74.35 ,74.53 ,73.77 ,73.89 ,191 
2014/11/24,73.74 ,75.44 ,73.29 ,74.84 ,199 
2014/11/25,74.46 ,74.75 ,73.02 ,74.19 ,171 
2014/11/26,75.31 ,76.83 ,74.66 ,75.63 ,115 
2014/11/27,74.94 ,75.50 ,73.13 ,73.86 ,190 
2014/11/28,74.64 ,74.89 ,73.21 ,74.13 ,103 
2014/11/29,72.68 ,73.91 ,71.43 ,71.62 ,136 
2014/11/30,72.16 ,72.34 ,70.28 ,70.94 ,187 
2014/12/1,70.45 ,70.76 ,68.49 ,69.45 ,143 
2014/12/2,69.54 ,70.34 ,67.83 ,68.39 ,123 
2014/12/3,68.27 ,69.41 ,67.31 ,67.84 ,180 
2014/12/4,68.17 ,69.05 ,67.95 ,68.77 ,158 
2014/12/5,69.19 ,71.19 ,68.82 ,69.98 ,162 
2014/12/6,68.58 ,68.71 ,66.16 ,67.24 ,125 
2014/12/7,66.38 ,67.56 ,65.24 ,66.76 ,135 
2014/12/8,66.96 ,67.74 ,66.00 ,66.88 ,100 
2014/12/9,65.70 ,67.03 ,64.90 ,65.86 ,165 
2014/12/10,64.55 ,64.90 ,63.99 ,64.82 ,100 
2014/12/11,66.02 ,66.20 ,63.49 ,64.73 ,108 
2014/12/12,65.27 ,65.64 ,63.59 ,64.11 ,197 
2014/12/13,63.55 ,64.77 ,62.77 ,63.50 ,100 
2014/12/14,64.02 ,64.38 ,63.24 ,63.52 ,109 
2014/12/15,62.35 ,63.35 ,61.57 ,62.14 ,113 
2014/12/16,62.34 ,63.64 ,61.38 ,63.47 ,115 
2014/12/17,63.55 ,63.70 ,62.78 ,63.59 ,200 
2014/12/18,63.21 ,63.73 ,63.13 ,63.66 ,139 
2014/12/19,64.18 ,64.98 ,63.86 ,64.54 ,109 
2014/12/20,65.76 ,66.33 ,64.24 ,65.10 ,183 
2014/12/21,63.92 ,66.36 ,63.24 ,65.07 ,113 
2014/12/22,65.99 ,66.69 ,65.12 ,65.85 ,125 
2014/12/23,66.19 ,67.38 ,65.15 ,65.67 ,170 
2014/12/24,66.69 ,68.45 ,66.24 ,67.18 ,168 
2014/12/25,66.56 ,66.66 ,64.40 ,65.40 ,181 
2014/12/26,66.32 ,67.83 ,65.16 ,67.48 ,157 
2014/12/27,68.25 ,68.36 ,66.46 ,67.33 ,198 
2014/12/28,68.64 ,69.38 ,67.33 ,68.78 ,173 
2014/12/29,69.38 ,69.59 ,67.78 ,68.21 ,135 
2014/12/30,69.22 ,70.58 ,68.95 ,68.99 ,153 
2014/12/31,68.20 ,69.40 ,67.76 ,68.33 ,185 
2015/1/1,67.46 ,68.86 ,66.43 ,67.71 ,177 
2015/1/2,66.83 ,68.61 ,66.68 ,67.32 ,188 
2015/1/3,67.88 ,68.57 ,67.66 ,68.29 ,174 
2015/1/4,68.92 ,70.60 ,68.73 ,69.54 ,183 
2015/1/5,68.93 ,69.60 ,67.27 ,67.61 ,116 
2015/1/6,66.37 ,67.66 ,64.80 ,66.08 ,151 
2015/1/7,65.38 ,65.86 ,64.08 ,64.57 ,100 
2015/1/8,63.42 ,63.71 ,61.95 ,63.15 ,138 
2015/1/9,63.00 ,63.75 ,62.78 ,63.02 ,197 
2015/1/10,61.92 ,62.75 ,61.48 ,62.48 ,162 
2015/1/11,62.35 ,64.08 ,61.24 ,63.35 ,145 
2015/1/12,62.57 ,64.03 ,61.42 ,63.70 ,126 
2015/1/13,64.78 ,65.29 ,63.25 ,64.43 ,183 
2015/1/14,63.62 ,65.31 ,63.17 ,64.33 ,120 
2015/1/15,63.61 ,64.23 ,62.38 ,63.45 ,105 
2015/1/16,63.93 ,64.30 ,63.56 ,64.07 ,125 
2015/1/17,65.18 ,65.94 ,63.94 ,64.52 ,113 
2015/1/18,64.22 ,65.68 ,63.75 ,64.92 ,166 
2015/1/19,65.94 ,67.87 ,64.89 ,67.04 ,108 
2015/1/20,67.42 ,67.97 ,67.12 ,67.81 ,198 
2015/1/21,67.76 ,67.91 ,66.70 ,66.96 ,114 
2015/1/22,65.93 ,66.72 ,64.14 ,65.12 ,109 
2015/1/23,65.25 ,65.86 ,63.83 ,64.02 ,184 
2015/1/24,64.50 ,65.13 ,63.45 ,64.88 ,176 
2015/1/25,64.14 ,64.48 ,63.16 ,64.01 ,195 
2015/1/26,64.95 ,65.65 ,63.54 ,64.40 ,129 
2015/1/27,64.77 ,65.99 ,64.45 ,65.37 ,185 
2015/1/28,66.21 ,67.83 ,65.54 ,66.52 ,125 
2015/1/29,66.18 ,68.16 ,66.13 ,67.23 ,156 
2015/1/30,68.18 ,69.38 ,67.50 ,67.77 ,184 
2015/1/31,68.68 ,69.48 ,67.66 ,69.28 ,139 
2015/2/1,68.30 ,69.29 ,67.71 ,68.25 ,191 
2015/2/2,68.67 ,69.38 ,66.78 ,67.57 ,128 
2015/2/3,66.59 ,66.81 ,64.17 ,65.44 ,142 
2015/2/4,65.72 ,66.51 ,64.09 ,65.20 ,164 
2015/2/5,64.75 ,65.13 ,63.29 ,64.33 ,177 
2015/2/6,63.94 ,65.41 ,62.68 ,64.63 ,181 
2015/2/7,63.37 ,64.47 ,62.69 ,63.33 ,168 
2015/2/8,63.44 ,64.52 ,62.27 ,62.61 ,136 
2015/2/9,61.82 ,63.83 ,61.39 ,63.02 ,182 
2015/2/10,62.55 ,63.65 ,61.11 ,61.37 ,119 
2015/2/11,60.24 ,61.81 ,59.24 ,60.71 ,129 
2015/2/12,60.52 ,61.99 ,60.15 ,60.92 ,112 
2015/2/13,61.98 ,63.16 ,61.56 ,61.95 ,153 
2015/2/14,62.08 ,63.76 ,61.70 ,63.18 ,144 
2015/2/15,63.86 ,65.72 ,63.53 ,64.61 ,142 
2015/2/16,63.36 ,64.38 ,62.47 ,62.84 ,126 
2015/2/17,61.71 ,62.44 ,60.65 ,60.91 ,191 
2015/2/18,60.30 ,61.71 ,60.06 ,60.53 ,166 
2015/2/19,61.34 ,62.56 ,60.02 ,60.94 ,145 
2015/2/20,61.11 ,62.50 ,60.18 ,61.74 ,137 
2015/2/21,62.77 ,63.95 ,62.05 ,62.84 ,133 
2015/2/22,61.78 ,63.06 ,61.29 ,62.90 ,111 
2015/2/23,61.70 ,63.06 ,60.97 ,62.31 ,186 
2015/2/24,62.64 ,62.71 ,61.98 ,62.40 ,192 
2015/2/25,63.28 ,65.55 ,62.78 ,64.27 ,160 
2015/2/26,65.08 ,66.37 ,64.73 ,66.00 ,116 
2015/2/27,65.82 ,66.46 ,65.05 ,65.28 ,122 
2015/2/28,66.37 ,67.58 ,64.92 ,65.49 ,111 
2015/3/1,64.29 ,64.67 ,63.22 ,64.36 ,138 
2015/3/2,63.16 ,64.38 ,62.22 ,62.43 ,123 
2015/3/3,61.96 ,63.49 ,61.79 ,62.77 ,186 
2015/3/4,63.96 ,64.83 ,63.88 ,64.58 ,112 
2015/3/5,65.14 ,65.97 ,64.44 ,65.35 ,169 
2015/3/6,65.19 ,66.53 ,64.68 ,66.20 ,106 
2015/3/7,65.67 ,65.99 ,64.07 ,64.94 ,155 
2015/3/8,65.32 ,66.12 ,63.54 ,64.28 ,143 
2015/3/9,63.00 ,63.40 ,62.71 ,62.99 ,106 
2015/3/10,64.10 ,65.14 ,61.78 ,62.88 ,120 
2015/3/11,63.16 ,64.26 ,60.85 ,62.08 ,128 
2015/3/12,62.64 ,63.21 ,61.84 ,62.42 ,112 
2015/3/13,62.23 ,63.36 ,61.72 ,61.80 ,192 
2015/3/14,61.47 ,62.25 ,61.33 ,61.85 ,122 
2015/3/15,60.67 ,62.10 ,59.57 ,61.42 ,127 
2015/3/16,60.75 ,61.09 ,58.78 ,59.56 ,147 
2015/3/17,59.09 ,60.48 ,58.60 ,60.22 ,158 
2015/3/18,60.54 ,60.90 ,58.69 ,59.66 ,166 
2015/3/19,60.17 ,60.88 ,59.13 ,60.00 ,105 
2015/3/20,59.04 ,60.69 ,58.52 ,59.58 ,149 
2015/3/21,59.33 ,59.62 ,58.28 ,59.09 ,133 
2015/3/22,58.74 ,59.15 ,57.86 ,58.30 ,179 
2015/3/23,58.13 ,60.20 ,57.00 ,59.18 ,106 
2015/3/24,59.61 ,59.90 ,57.57 ,58.43 ,153 
2015/3/25,57.59 ,58.85 ,56.67 ,57.71 ,128 
2015/3/26,57.35 ,58.51 ,56.88 ,58.44 ,188 
2015/3/27,58.39 ,58.50 ,57.20 ,57.98 ,118 
2015/3/28,56.92 ,57.72 ,55.38 ,55.94 ,116 
2015/3/29,55.62 ,56.27 ,54.74 ,55.28 ,114 
2015/3/30,54.84 ,55.46 ,54.68 ,55.33 ,156 
2015/3/31,54.63 ,55.71 ,53.10 ,53.80 ,185 
2015/4/1,53.32 ,54.00 ,52.74 ,52.99 ,150 
2015/4/2,53.24 ,53.42 ,51.98 ,52.78 ,189 
2015/4/3,52.48 ,52.62 ,51.09 ,51.74 ,132 
2015/4/4,51.47 ,52.51 ,51.46 ,51.71 ,101 
2015/4/5,51.67 ,52.46 ,51.67 ,51.77 ,137 
2015/4/6,50.74 ,51.40 ,49.50 ,50.33 ,163 
2015/4/7,49.76 ,50.15 ,48.31 ,49.10 ,141 
2015/4/8,48.14 ,48.25 ,47.00 ,47.23 ,143 
2015/4/9,46.52 ,46.68 ,45.52 ,45.98 ,115 
2015/4/10,46.54 ,47.50 ,46.32 ,47.26 ,157 
2015/4/11,46.74 ,47.26 ,45.30 ,46.07 ,117 
2015/4/12,45.96 ,46.74 ,44.70 ,45.25 ,150 
2015/4/13,45.77 ,46.54 ,45.01 ,45.46 ,131 
2015/4/14,46.00 ,46.35 ,45.24 ,45.69 ,138 
2015/4/15,45.40 ,45.65 ,44.69 ,45.01 ,181 
2015/4/16,44.72 ,45.54 ,43.81 ,43.91 ,102 
2015/4/17,44.43 ,45.73 ,44.00 ,44.89 ,109 
2015/4/18,44.76 ,45.92 ,44.09 ,45.42 ,184 
2015/4/19,45.14 ,46.10 ,44.55 ,45.36 ,174 
2015/4/20,44.51 ,44.90 ,43.64 ,44.48 ,130 
2015/4/21,43.79 ,44.27 ,43.06 ,44.14 ,183 
2015/4/22,44.53 ,44.92 ,43.98 ,44.08 ,159 
2015/4/23,43.39 ,44.36 ,43.32 ,44.22 ,194 
2015/4/24,45.00 ,45.38 ,44.57 ,45.37 ,159 
2015/4/25,44.71 ,45.09 ,43.95 ,44.67 ,117 
2015/4/26,45.30 ,46.23 ,44.60 ,45.77 ,182 
2015/4/27,46.37 ,47.84 ,45.69 ,46.95 ,196 
2015/4/28,46.39 ,47.06 ,46.01 ,46.15 ,143 
2015/4/29,45.55 ,45.74 ,45.01 ,45.67 ,142 
2015/4/30,45.99 ,47.12 ,45.22 ,46.83 ,122 
2015/5/1,47.76 ,48.32 ,47.47 ,48.06 ,112 
2015/5/2,47.96 ,47.98 ,46.50 ,47.26 ,199 
2015/5/3,47.45 ,47.84 ,45.94 ,46.73 ,166 
2015/5/4,47.32 ,47.96 ,46.34 ,46.50 ,154 
2015/5/5,46.94 ,47.45 ,45.97 ,46.39 ,198 
2015/5/6,47.25 ,48.11 ,46.40 ,47.32 ,192 
2015/5/7,47.17 ,47.68 ,46.56 ,47.68 ,120 
2015/5/8,47.73 ,48.59 ,47.67 ,48.30 ,187 
2015/5/9,49.13 ,49.47 ,47.75 ,48.40 ,177 
2015/5/10,49.32 ,49.91 ,47.93 ,48.39 ,186 
2015/5/11,49.13 ,49.16 ,48.64 ,49.08 ,132 
2015/5/12,48.68 ,49.03 ,47.46 ,48.29 ,139 
2015/5/13,47.76 ,48.69 ,46.74 ,47.57 ,115 
2015/5/14,47.44 ,47.73 ,46.91 ,47.12 ,137 
2015/5/15,47.86 ,47.92 ,46.97 ,47.61 ,165 
2015/5/16,47.75 ,48.59 ,46.84 ,47.41 ,184 
2015/5/17,46.87 ,46.95 ,46.23 ,46.78 ,199 
2015/5/18,47.19 ,47.36 ,45.61 ,46.38 ,114 
2015/5/19,47.09 ,47.81 ,46.72 ,47.40 ,176 
2015/5/20,48.16 ,48.31 ,46.84 ,47.22 ,124 
2015/5/21,46.67 ,46.95 ,46.09 ,46.19 ,161 
2015/5/22,46.18 ,46.90 ,45.35 ,46.21 ,160 
2015/5/23,46.65 ,47.96 ,46.13 ,47.46 ,180 
2015/5/24,47.51 ,47.71 ,45.83 ,46.68 ,132 
2015/5/25,46.82 ,48.11 ,46.54 ,47.34 ,198 
2015/5/26,47.70 ,48.60 ,46.48 ,47.22 ,146 
2015/5/27,47.48 ,48.39 ,47.26 ,47.38 ,145 
2015/5/28,46.98 ,47.51 ,46.17 ,47.46 ,138 
2015/5/29,47.18 ,47.75 ,46.29 ,46.89 ,189 
2015/5/30,47.04 ,47.75 ,45.62 ,46.16 ,163 
2015/5/31,46.08 ,46.24 ,44.85 ,45.62 ,190 
2015/6/1,46.22 ,46.74 ,44.88 ,45.57 ,108 
2015/6/2,45.61 ,46.07 ,45.12 ,45.79 ,150 
2015/6/3,46.07 ,46.76 ,45.29 ,46.50 ,151 
2015/6/4,47.34 ,48.03 ,46.04 ,46.77 ,168 
2015/6/5,47.50 ,48.29 ,46.79 ,48.17 ,168 
2015/6/6,47.50 ,47.68 ,46.94 ,47.32 ,133 
2015/6/7,46.61 ,46.85 ,45.74 ,46.36 ,199 
2015/6/8,45.70 ,46.44 ,45.41 ,46.10 ,153 
2015/6/9,45.72 ,46.96 ,45.22 ,46.18 ,169 
2015/6/10,45.36 ,46.56 ,44.90 ,45.83 ,110 
2015/6/11,45.85 ,46.36 ,45.66 ,45.87 ,181 
2015/6/12,45.55 ,46.39 ,44.36 ,45.18 ,192 
2015/6/13,45.29 ,45.94 ,44.16 ,45.02 ,133 
2015/6/14,45.30 ,45.83 ,44.67 ,45.50 ,146 
2015/6/15,45.53 ,46.66 ,44.70 ,46.00 ,199 
2015/6/16,46.31 ,47.03 ,45.52 ,46.60 ,129 
2015/6/17,46.57 ,46.57 ,46.42 ,46.42 ,151 
2015/6/18,46.45 ,47.07 ,45.31 ,45.77 ,156 
2015/6/19,45.06 ,45.36 ,43.38 ,44.17 ,152 
2015/6/20,43.58 ,44.54 ,43.03 ,43.82 ,156 
2015/6/21,43.87 ,44.66 ,42.28 ,43.08 ,142 
2015/6/22,43.46 ,43.47 ,42.70 ,42.87 ,145 
2015/6/23,42.43 ,43.17 ,42.19 ,43.12 ,192 
2015/6/24,43.13 ,43.40 ,42.55 ,42.76 ,144 
2015/6/25,42.80 ,43.81 ,41.99 ,43.07 ,117 
2015/6/26,42.76 ,43.61 ,41.52 ,42.17 ,121 
2015/6/27,42.80 ,43.05 ,41.55 ,42.28 ,105 
2015/6/28,42.39 ,43.15 ,42.03 ,42.76 ,107 
2015/6/29,42.66 ,42.74 ,41.83 ,41.88 ,141 
2015/6/30,42.17 ,43.43 ,41.67 ,42.72 ,187 
2015/7/1,42.18 ,42.88 ,41.95 ,42.44 ,116 
2015/7/2,42.17 ,43.37 ,41.75 ,42.60 ,158 
2015/7/3,43.43 ,44.25 ,42.67 ,43.56 ,164 
2015/7/4,43.67 ,45.16 ,43.38 ,44.54 ,106 
2015/7/5,45.00 ,45.11 ,44.09 ,44.68 ,167 
2015/7/6,44.31 ,44.49 ,44.09 ,44.36 ,184 
2015/7/7,43.48 ,43.54 ,43.38 ,43.49 ,154 
2015/7/8,43.28 ,43.81 ,42.40 ,43.27 ,173 
2015/7/9,43.38 ,44.02 ,43.03 ,43.86 ,184 
2015/7/10,43.66 ,44.65 ,43.33 ,44.27 ,106 
2015/7/11,43.53 ,45.01 ,43.11 ,44.28 ,120 
2015/7/12,45.01 ,45.10 ,43.99 ,44.51 ,178 
2015/7/13,45.09 ,45.68 ,44.36 ,45.00 ,199 
2015/7/14,45.78 ,46.01 ,44.69 ,45.11 ,153 
2015/7/15,45.26 ,45.63 ,43.70 ,44.52 ,195 
2015/7/16,44.36 ,44.73 ,43.63 ,43.73 ,157 
2015/7/17,43.51 ,44.77 ,43.31 ,44.20 ,195 
2015/7/18,44.90 ,45.35 ,44.07 ,45.00 ,167 
2015/7/19,44.53 ,44.92 ,43.27 ,43.76 ,125 
2015/7/20,42.97 ,43.71 ,41.80 ,42.58 ,122 
2015/7/21,42.98 ,43.39 ,41.87 ,42.31 ,141 
2015/7/22,42.69 ,43.53 ,41.37 ,41.93 ,127 
2015/7/23,41.15 ,42.14 ,40.71 ,41.97 ,101 
2015/7/24,42.45 ,43.44 ,42.11 ,43.02 ,179 
2015/7/25,42.95 ,43.80 ,42.49 ,43.68 ,108 
2015/7/26,43.38 ,43.84 ,43.24 ,43.33 ,169 
2015/7/27,42.50 ,42.88 ,41.76 ,42.48 ,175 
2015/7/28,42.50 ,42.75 ,41.79 ,42.02 ,101 
2015/7/29,42.13 ,42.20 ,41.35 ,41.68 ,101 
2015/7/30,42.20 ,43.61 ,41.61 ,42.99 ,140 
2015/7/31,42.56 ,43.25 ,42.30 ,42.87 ,116 
2015/8/1,43.43 ,44.18 ,42.77 ,42.95 ,166 
2015/8/2,42.70 ,43.15 ,42.41 ,42.71 ,133 
2015/8/3,42.06 ,42.18 ,41.55 ,42.06 ,193 
2015/8/4,41.39 ,41.61 ,40.91 ,41.14 ,180 
2015/8/5,40.34 ,40.35 ,39.27 ,39.90 ,101 
2015/8/6,39.79 ,39.94 ,39.45 ,39.62 ,119 
2015/8/7,40.21 ,41.01 ,39.10 ,39.60 ,150 
2015/8/8,39.00 ,39.18 ,37.95 ,38.45 ,107 
2015/8/9,38.22 ,38.64 ,37.83 ,38.47 ,160 
2015/8/10,37.89 ,38.48 ,37.87 ,37.90 ,112 
2015/8/11,37.66 ,38.33 ,37.22 ,38.12 ,167 
2015/8/12,37.91 ,38.22 ,37.01 ,37.70 ,172 
2015/8/13,38.37 ,38.84 ,38.18 ,38.28 ,182 
2015/8/14,37.90 ,38.43 ,37.60 ,38.34 ,116 
2015/8/15,38.17 ,38.96 ,37.41 ,38.53 ,174 
2015/8/16,38.93 ,39.02 ,38.17 ,38.51 ,197 
2015/8/17,38.56 ,39.15 ,38.02 ,38.42 ,154 
2015/8/18,37.69 ,38.25 ,37.27 ,37.63 ,144 
2015/8/19,38.37 ,38.76 ,38.10 ,38.16 ,164 
2015/8/20,37.65 ,38.69 ,37.15 ,38.40 ,200 
2015/8/21,38.28 ,38.79 ,37.63 ,37.64 ,191 
2015/8/22,37.52 ,38.45 ,37.08 ,38.15 ,189 
2015/8/23,38.23 ,38.67 ,37.40 ,37.53 ,173 
2015/8/24,37.74 ,37.96 ,37.54 ,37.59 ,121 
2015/8/25,37.11 ,38.34 ,36.62 ,37.80 ,109 
2015/8/26,37.83 ,39.13 ,37.66 ,38.50 ,152 
2015/8/27,39.03 ,39.78 ,38.40 ,38.86 ,138 
2015/8/28,38.86 ,39.37 ,38.57 ,38.99 ,178 
2015/8/29,38.61 ,38.81 ,37.72 ,37.95 ,114 
2015/8/30,38.09 ,38.84 ,37.91 ,38.46 ,147 
2015/8/31,37.77 ,38.12 ,37.40 ,37.63 ,106 
2015/9/1,37.80 ,38.18 ,36.64 ,37.26 ,159 
2015/9/2,36.93 ,37.02 ,35.99 ,36.30 ,180 
2015/9/3,35.76 ,36.64 ,35.37 ,35.92 ,164 
2015/9/4,36.00 ,36.74 ,35.97 ,36.26 ,134 
2015/9/5,36.29 ,37.20 ,36.03 ,36.86 ,187 
2015/9/6,36.94 ,37.22 ,36.01 ,36.29 ,114 
2015/9/7,36.44 ,36.49 ,35.66 ,36.36 ,169 
2015/9/8,36.25 ,36.38 ,35.50 ,36.08 ,122 
2015/9/9,36.11 ,37.00 ,35.90 ,36.56 ,155 
2015/9/10,36.94 ,37.57 ,36.55 ,36.93 ,131 
2015/9/11,37.46 ,38.34 ,37.17 ,37.94 ,178 
2015/9/12,38.24 ,38.90 ,36.86 ,37.55 ,156 
2015/9/13,37.89 ,38.89 ,37.54 ,38.57 ,121 
2015/9/14,37.89 ,38.06 ,37.38 ,37.49 ,140 
2015/9/15,37.15 ,37.86 ,36.65 ,36.78 ,114 
